caseid,educ,age,religion,region,wealthCat,wealthDec,urban,,,,,,,
638 61  2,3,30,Catholic,Gracias a Dios,Poorer,-62470,0,,,,,,,
638 71  2,0,24,Catholic,Gracias a Dios,Poorest,-115953,0,,,,,,,
638 81  1,16,32,Evangelical / Protestant,Gracias a Dios,Middle,-22044,0,,,,,,,
638 91  1,4,37,Catholic,Gracias a Dios,Poorest,-115204,0,,,,,,,
638101  2,13,22,Evangelical / Protestant,Gracias a Dios,Poorer,-50342,0,,,,,,,
638111  2,6,37,Evangelical / Protestant,Gracias a Dios,Poorer,-60756,0,,,,,,,
638121  2,7,35,Catholic,Gracias a Dios,Poorer,-58928,0,,,,,,,
638141  2,15,24,Evangelical / Protestant,Gracias a Dios,Poorer,-88867,0,,,,,,,
638151  1,9,25,Catholic,Gracias a Dios,Poorest,-111494,0,,,,,,,
638161  1,2,43,Evangelical / Protestant,Gracias a Dios,Poorer,-86488,0,,,,,,,
638171  2,12,26,Evangelical / Protestant,Gracias a Dios,Poorer,-89168,0,,,,,,,
638181  6,6,19,Evangelical / Protestant,Gracias a Dios,Poorest,-109861,0,,,,,,,
638191  2,9,26,Evangelical / Protestant,Gracias a Dios,Poorer,-39849,0,,,,,,,
639 11  2,9,32,Evangelical / Protestant,Gracias a Dios,Poorer,-73605,0,,,,,,,
639 21  2,6,27,Evangelical / Protestant,Gracias a Dios,Poorer,-91191,0,,,,,,,
639 31  2,6,24,Evangelical / Protestant,Gracias a Dios,Poorest,-131830,0,,,,,,,
639 41  2,4,26,Evangelical / Protestant,Gracias a Dios,Poorer,-53544,0,,,,,,,
639 81  2,6,34,Evangelical / Protestant,Gracias a Dios,Poorer,-90937,0,,,,,,,
639 91  2,7,49,Evangelical / Protestant,Gracias a Dios,Poorer,-83893,0,,,,,,,
639101  2,15,32,Evangelical / Protestant,Gracias a Dios,Poorest,-101235,0,,,,,,,
639101  5,2,26,Evangelical / Protestant,Gracias a Dios,Poorest,-101235,0,,,,,,,
639111  5,6,25,Evangelical / Protestant,Gracias a Dios,Poorer,-84394,0,,,,,,,
639131  1,6,43,Evangelical / Protestant,Gracias a Dios,Poorer,-77224,0,,,,,,,
639131  6,13,22,Evangelical / Protestant,Gracias a Dios,Poorer,-77224,0,,,,,,,
639141  2,3,45,Evangelical / Protestant,Gracias a Dios,Poorest,-123177,0,,,,,,,
639161  2,2,44,Evangelical / Protestant,Gracias a Dios,Poorest,-92568,0,,,,,,,
639161  7,4,18,Evangelical / Protestant,Gracias a Dios,Poorest,-92568,0,,,,,,,
639171  2,1,44,Evangelical / Protestant,Gracias a Dios,Poorest,-124679,0,,,,,,,
639171  6,6,19,Evangelical / Protestant,Gracias a Dios,Poorest,-124679,0,,,,,,,
639181  2,4,48,Evangelical / Protestant,Gracias a Dios,Poorer,-78757,0,,,,,,,
639191  1,5,38,No religion,Gracias a Dios,Poorest,-109936,0,,,,,,,
639201  2,3,42,Evangelical / Protestant,Gracias a Dios,Poorest,-137432,0,,,,,,,
640 11  2,12,31,Evangelical / Protestant,Gracias a Dios,Middle,6493,0,,,,,,,
640 21  7,8,23,Evangelical / Protestant,Gracias a Dios,Poorer,-71247,0,,,,,,,
640 31  2,18,26,Catholic,Gracias a Dios,Richer,113334,0,,,,,,,
640 41  5,12,26,Evangelical / Protestant,Gracias a Dios,Richest,141449,0,,,,,,,
640 41 10,6,19,Evangelical / Protestant,Gracias a Dios,Richest,141449,0,,,,,,,
640 61  2,12,36,Evangelical / Protestant,Gracias a Dios,Poorer,-44400,0,,,,,,,
640 71  2,15,26,Evangelical / Protestant,Gracias a Dios,Middle,23679,0,,,,,,,
640 81  2,15,49,Evangelical / Protestant,Gracias a Dios,Middle,8309,0,,,,,,,
640101  3,11,24,Evangelical / Protestant,Gracias a Dios,Middle,24884,0,,,,,,,
640131  2,6,32,Evangelical / Protestant,Gracias a Dios,Poorest,-162593,0,,,,,,,
640141  3,1,15,Evangelical / Protestant,Gracias a Dios,Poorest,-113591,0,,,,,,,
640151  2,3,23,Evangelical / Protestant,Gracias a Dios,Poorest,-121375,0,,,,,,,
640161  2,4,45,Evangelical / Protestant,Gracias a Dios,Poorer,-67838,0,,,,,,,
640171  2,12,28,Evangelical / Protestant,Gracias a Dios,Richest,150833,0,,,,,,,
640171  8,2,21,Evangelical / Protestant,Gracias a Dios,Richest,150833,0,,,,,,,
640201  2,9,23,Evangelical / Protestant,Gracias a Dios,Middle,-4738,0,,,,,,,
641 11  2,15,23,Evangelical / Protestant,Gracias a Dios,Poorest,-108588,0,,,,,,,
641 21  1,5,47,Evangelical / Protestant,Gracias a Dios,Poorest,-112091,0,,,,,,,
641 31  2,9,35,Evangelical / Protestant,Gracias a Dios,Poorer,-74555,0,,,,,,,
641 41  2,3,26,Evangelical / Protestant,Gracias a Dios,Poorest,-117628,0,,,,,,,
641 61  1,5,46,Evangelical / Protestant,Gracias a Dios,Poorer,-89651,0,,,,,,,
641 71  2,6,30,Evangelical / Protestant,Gracias a Dios,Middle,-19826,0,,,,,,,
641 81  2,5,38,Evangelical / Protestant,Gracias a Dios,Poorer,-45907,0,,,,,,,
641101  2,6,39,Evangelical / Protestant,Gracias a Dios,Poorer,-87901,0,,,,,,,
641111  4,5,20,Catholic,Gracias a Dios,Poorest,-103176,0,,,,,,,
641121  2,13,26,Evangelical / Protestant,Gracias a Dios,Poorest,-119702,0,,,,,,,
641131  2,0,32,Evangelical / Protestant,Gracias a Dios,Poorest,-154598,0,,,,,,,
641141  2,3,21,Evangelical / Protestant,Gracias a Dios,Poorest,-155507,0,,,,,,,
641151  1,2,44,Catholic,Gracias a Dios,Poorest,-100562,0,,,,,,,
641151  9,15,28,Evangelical / Protestant,Gracias a Dios,Poorest,-100562,0,,,,,,,
641161  2,6,40,Catholic,Gracias a Dios,Poorest,-154886,0,,,,,,,
641161  3,6,18,Catholic,Gracias a Dios,Poorest,-154886,0,,,,,,,
641171  2,5,18,Evangelical / Protestant,Gracias a Dios,Poorest,-103135,0,,,,,,,
641191  2,4,18,Catholic,Gracias a Dios,Poorest,-107866,0,,,,,,,
641201  2,9,34,Catholic,Gracias a Dios,Poorest,-107353,0,,,,,,,
642 21  2,5,28,Evangelical / Protestant,Gracias a Dios,Poorest,-140797,0,,,,,,,
642 61  4,5,28,Evangelical / Protestant,Gracias a Dios,Poorest,-114439,0,,,,,,,
642 71  2,6,35,Evangelical / Protestant,Gracias a Dios,Poorest,-131211,0,,,,,,,
642 91  4,15,35,Evangelical / Protestant,Gracias a Dios,Poorest,-109575,0,,,,,,,
642 91 10,6,22,Evangelical / Protestant,Gracias a Dios,Poorest,-109575,0,,,,,,,
642 91 22,6,39,Evangelical / Protestant,Gracias a Dios,Poorest,-109575,0,,,,,,,
642111  1,3,44,Evangelical / Protestant,Gracias a Dios,Poorest,-105858,0,,,,,,,
642151  2,0,20,Evangelical / Protestant,Gracias a Dios,Poorest,-120210,0,,,,,,,
642161  2,4,37,Evangelical / Protestant,Gracias a Dios,Poorer,-69421,0,,,,,,,
642171  2,2,41,Evangelical / Protestant,Gracias a Dios,Poorest,-127899,0,,,,,,,
642171  5,5,16,Evangelical / Protestant,Gracias a Dios,Poorest,-127899,0,,,,,,,
642191  4,3,44,Evangelical / Protestant,Gracias a Dios,Poorest,-132902,0,,,,,,,
642201  1,3,27,Evangelical / Protestant,Gracias a Dios,Poorest,-143766,0,,,,,,,
643 11  4,6,16,Catholic,Gracias a Dios,Poorest,-175220,0,,,,,,,
643 11  6,5,37,Catholic,Gracias a Dios,Poorest,-175220,0,,,,,,,
643 21  2,3,47,Catholic,Gracias a Dios,Poorer,-73349,0,,,,,,,
643 21  6,9,23,Catholic,Gracias a Dios,Poorer,-73349,0,,,,,,,
643 41  1,5,22,,Gracias a Dios,Poorest,-132872,0,,,,,,,
643 81  2,6,32,Catholic,Gracias a Dios,Poorest,-146790,0,,,,,,,
643 91  2,3,46,Catholic,Gracias a Dios,Poorest,-146666,0,,,,,,,
643101  2,4,25,Catholic,Gracias a Dios,Poorest,-158129,0,,,,,,,
643131  1,4,38,Catholic,Gracias a Dios,Poorest,-94844,0,,,,,,,
643141  2,4,31,Catholic,Gracias a Dios,Poorest,-99638,0,,,,,,,
643151  2,0,41,Catholic,Gracias a Dios,Poorest,-143549,0,,,,,,,
643161  2,4,30,,Gracias a Dios,Poorest,-114117,0,,,,,,,
643181  2,0,41,Catholic,Gracias a Dios,Poorest,-138918,0,,,,,,,
644 11  3,1,42,Evangelical / Protestant,Gracias a Dios,Poorest,-125955,0,,,,,,,
644 21  2,3,46,Evangelical / Protestant,Gracias a Dios,Poorest,-162489,0,,,,,,,
644 21 10,0,22,Evangelical / Protestant,Gracias a Dios,Poorest,-162489,0,,,,,,,
644 41  1,3,39,Evangelical / Protestant,Gracias a Dios,Poorest,-150997,0,,,,,,,
644 51  2,3,35,Evangelical / Protestant,Gracias a Dios,Poorest,-129204,0,,,,,,,
644 61  2,1,48,Evangelical / Protestant,Gracias a Dios,Poorer,-81807,0,,,,,,,
644 61  6,5,23,Evangelical / Protestant,Gracias a Dios,Poorer,-81807,0,,,,,,,
644 91  2,11,40,Evangelical / Protestant,Gracias a Dios,Poorest,-114360,0,,,,,,,
644 91  3,9,23,Evangelical / Protestant,Gracias a Dios,Poorest,-114360,0,,,,,,,
644101  2,4,32,Evangelical / Protestant,Gracias a Dios,Poorest,-102831,0,,,,,,,
644111  5,2,19,Evangelical / Protestant,Gracias a Dios,Poorest,-111046,0,,,,,,,
644131  2,2,46,Evangelical / Protestant,Gracias a Dios,Poorest,-142767,0,,,,,,,
644131  4,5,20,Evangelical / Protestant,Gracias a Dios,Poorest,-142767,0,,,,,,,
644141  3,0,18,Evangelical / Protestant,Gracias a Dios,Poorest,-122147,0,,,,,,,
644141  6,6,20,Evangelical / Protestant,Gracias a Dios,Poorest,-122147,0,,,,,,,
644151  4,11,28,Evangelical / Protestant,Gracias a Dios,Poorest,-91923,0,,,,,,,
644161  5,5,21,Evangelical / Protestant,Gracias a Dios,Poorest,-157325,0,,,,,,,
644171  4,14,28,Evangelical / Protestant,Gracias a Dios,Poorest,-136963,0,,,,,,,
644181  2,2,30,Evangelical / Protestant,Gracias a Dios,Poorest,-146654,0,,,,,,,
644191  2,3,46,Evangelical / Protestant,Gracias a Dios,Poorest,-149599,0,,,,,,,
645 11  2,3,42,Catholic,Gracias a Dios,Poorer,-74065,0,,,,,,,
645 21  8,4,24,Catholic,Gracias a Dios,Poorest,-130908,0,,,,,,,
645 22  2,6,18,Catholic,Gracias a Dios,Poorest,-145679,0,,,,,,,
645 31  2,15,24,Catholic,Gracias a Dios,Middle,-23115,0,,,,,,,
645 51  2,7,34,Evangelical / Protestant,Gracias a Dios,Poorer,-61735,0,,,,,,,
645 81  2,5,33,Catholic,Gracias a Dios,Poorest,-118377,0,,,,,,,
645 91  3,4,22,Catholic,Gracias a Dios,Poorest,-115989,0,,,,,,,
645 91  5,6,19,Catholic,Gracias a Dios,Poorest,-115989,0,,,,,,,
645101  2,5,22,Catholic,Gracias a Dios,Poorest,-136988,0,,,,,,,
645121  2,6,35,Catholic,Gracias a Dios,Poorest,-117495,0,,,,,,,
645131  2,12,37,Catholic,Gracias a Dios,Middle,-21850,0,,,,,,,
645141  2,14,30,Catholic,Gracias a Dios,Poorer,-34925,0,,,,,,,
645151  2,16,33,Catholic,Gracias a Dios,Middle,7763,0,,,,,,,
645161  2,6,38,Catholic,Gracias a Dios,Poorest,-128076,0,,,,,,,
645171  5,7,27,Catholic,Gracias a Dios,Poorest,-141582,0,,,,,,,
645171 10,3,18,Catholic,Gracias a Dios,Poorest,-141582,0,,,,,,,
645181  2,4,40,Evangelical / Protestant,Gracias a Dios,Poorer,-88009,0,,,,,,,
646 11  2,2,45,Catholic,Gracias a Dios,Poorer,-90112,0,,,,,,,
646 21  2,4,28,Catholic,Gracias a Dios,Poorest,-148775,0,,,,,,,
646 41  2,6,27,Catholic,Gracias a Dios,Poorest,-141151,0,,,,,,,
646 61  2,5,42,Catholic,Gracias a Dios,Poorest,-139593,0,,,,,,,
646 71  2,3,36,Catholic,Gracias a Dios,Poorer,-90545,0,,,,,,,
646121  2,5,35,Catholic,Gracias a Dios,Poorest,-130908,0,,,,,,,
646141  2,1,44,Catholic,Gracias a Dios,Poorest,-118510,0,,,,,,,
646151  6,8,19,Catholic,Gracias a Dios,Poorest,-123964,0,,,,,,,
646151  8,2,23,Catholic,Gracias a Dios,Poorest,-123964,0,,,,,,,
646171  3,0,47,Catholic,Gracias a Dios,Poorest,-124551,0,,,,,,,
646171  4,4,29,Catholic,Gracias a Dios,Poorest,-124551,0,,,,,,,
646181  2,6,31,Catholic,Gracias a Dios,Poorest,-116295,0,,,,,,,
647 11  3,11,25,Evangelical / Protestant,Gracias a Dios,Poorest,-113567,0,,,,,,,
647 21  5,11,25,Evangelical / Protestant,Gracias a Dios,Poorer,-53847,0,,,,,,,
647 31  4,13,30,Evangelical / Protestant,Gracias a Dios,Middle,-7694,0,,,,,,,
647 41  2,0,28,Evangelical / Protestant,Gracias a Dios,Poorer,-54512,0,,,,,,,
647 51  2,2,49,Evangelical / Protestant,Gracias a Dios,Poorer,-71616,0,,,,,,,
647 61  3,12,24,Evangelical / Protestant,Gracias a Dios,Poorer,-90676,0,,,,,,,
647 71  2,5,33,Evangelical / Protestant,Gracias a Dios,Poorest,-109934,0,,,,,,,
647101  4,3,19,Evangelical / Protestant,Gracias a Dios,Richer,71641,0,,,,,,,
647151  2,12,26,Evangelical / Protestant,Gracias a Dios,Richer,86347,0,,,,,,,
647161  2,16,33,Evangelical / Protestant,Gracias a Dios,Richer,49248,0,,,,,,,
647171  6,12,33,Evangelical / Protestant,Gracias a Dios,Middle,-21468,0,,,,,,,
647181  2,6,31,Evangelical / Protestant,Gracias a Dios,Poorest,-98141,0,,,,,,,
647201  2,2,48,Evangelical / Protestant,Gracias a Dios,Poorest,-124565,0,,,,,,,
648 11  4,6,29,Catholic,Gracias a Dios,Poorer,-91383,0,,,,,,,
648 31  1,0,47,Catholic,Gracias a Dios,Poorest,-117017,0,,,,,,,
648 31  3,6,21,Catholic,Gracias a Dios,Poorest,-117017,0,,,,,,,
648 41  2,0,46,Catholic,Gracias a Dios,Poorest,-119935,0,,,,,,,
648 51  2,3,32,Catholic,Gracias a Dios,Poorest,-142525,0,,,,,,,
648 61  7,8,22,Evangelical / Protestant,Gracias a Dios,Poorer,-84222,0,,,,,,,
648 62  2,10,18,Evangelical / Protestant,Gracias a Dios,Poorer,-83867,0,,,,,,,
648 71  1,5,39,Evangelical / Protestant,Gracias a Dios,Poorest,-126842,0,,,,,,,
648101  1,5,29,Catholic,Gracias a Dios,Poorer,-71485,0,,,,,,,
648101  4,0,48,Evangelical / Protestant,Gracias a Dios,Poorer,-71485,0,,,,,,,
648151  2,0,47,Catholic,Gracias a Dios,Poorest,-148746,0,,,,,,,
648161  4,9,19,Catholic,Gracias a Dios,Poorer,-86690,0,,,,,,,
648171  2,6,27,Evangelical / Protestant,Gracias a Dios,Poorest,-110868,0,,,,,,,
648201  6,6,19,Catholic,Gracias a Dios,Richer,61588,0,,,,,,,
649 11  2,4,42,Evangelical / Protestant,Gracias a Dios,Poorest,-120329,0,,,,,,,
649 11  4,14,18,Evangelical / Protestant,Gracias a Dios,Poorest,-120329,0,,,,,,,
649 21  2,6,38,Evangelical / Protestant,Gracias a Dios,Poorest,-109597,0,,,,,,,
649 41  2,1,48,Other,Gracias a Dios,Middle,-25682,0,,,,,,,
649 71  4,12,26,Evangelical / Protestant,Gracias a Dios,Poorer,-87818,0,,,,,,,
649 81  2,5,26,Evangelical / Protestant,Gracias a Dios,Poorest,-152284,0,,,,,,,
649 91  5,9,21,Evangelical / Protestant,Gracias a Dios,Middle,-7234,0,,,,,,,
649101  6,12,27,Evangelical / Protestant,Gracias a Dios,Middle,-23317,0,,,,,,,
649111  2,6,46,Evangelical / Protestant,Gracias a Dios,Poorer,-43387,0,,,,,,,
649141  2,6,20,Evangelical / Protestant,Gracias a Dios,Poorest,-119289,0,,,,,,,
649151  5,15,25,Evangelical / Protestant,Gracias a Dios,Poorer,-83393,0,,,,,,,
649191  2,13,36,Evangelical / Protestant,Gracias a Dios,Poorer,-64232,0,,,,,,,
649201  2,4,39,Evangelical / Protestant,Gracias a Dios,Poorer,-77479,0,,,,,,,
650 31  2,9,29,Evangelical / Protestant,Gracias a Dios,Poorer,-33167,0,,,,,,,
650 51  3,8,25,Evangelical / Protestant,Gracias a Dios,Poorest,-114915,0,,,,,,,
650 71  3,6,29,Evangelical / Protestant,Gracias a Dios,Poorer,-89384,0,,,,,,,
650 91  1,12,29,Evangelical / Protestant,Gracias a Dios,Poorest,-99588,0,,,,,,,
650 91  3,7,21,Evangelical / Protestant,Gracias a Dios,Poorest,-99588,0,,,,,,,
650101  3,6,22,Evangelical / Protestant,Gracias a Dios,Poorer,-84864,0,,,,,,,
650101  7,9,23,Evangelical / Protestant,Gracias a Dios,Poorer,-84864,0,,,,,,,
650101 10,8,16,Evangelical / Protestant,Gracias a Dios,Poorer,-84864,0,,,,,,,
650111  2,6,31,Evangelical / Protestant,Gracias a Dios,Poorer,-38255,0,,,,,,,
650121  3,9,44,Evangelical / Protestant,Gracias a Dios,Poorest,-122475,0,,,,,,,
650141  1,7,30,Evangelical / Protestant,Gracias a Dios,Poorest,-107513,0,,,,,,,
650151  2,6,41,Evangelical / Protestant,Gracias a Dios,Poorest,-92912,0,,,,,,,
650151  8,6,19,Evangelical / Protestant,Gracias a Dios,Poorest,-92912,0,,,,,,,
650151 10,3,15,Evangelical / Protestant,Gracias a Dios,Poorest,-92912,0,,,,,,,
650161  2,9,24,Evangelical / Protestant,Gracias a Dios,Poorer,-87844,0,,,,,,,
650171  5,6,20,Evangelical / Protestant,Gracias a Dios,Poorest,-98072,0,,,,,,,
650191  1,1,46,Evangelical / Protestant,Gracias a Dios,Poorest,-126265,0,,,,,,,
651 21  1,7,26,No religion,Gracias a Dios,Richer,91520,0,,,,,,,
651 41  1,11,34,Catholic,Gracias a Dios,Richer,101332,0,,,,,,,
651 71  8,12,23,Evangelical / Protestant,Gracias a Dios,Middle,-17161,0,,,,,,,
651121  1,3,34,Evangelical / Protestant,Gracias a Dios,Richer,90137,0,,,,,,,
651131  1,6,45,Catholic,Gracias a Dios,Middle,9515,0,,,,,,,
651141  2,17,38,Evangelical / Protestant,Gracias a Dios,Richest,161980,0,,,,,,,
651151  2,6,40,Evangelical / Protestant,Gracias a Dios,Poorer,-40739,0,,,,,,,
651151  5,0,26,Catholic,Gracias a Dios,Poorer,-40739,0,,,,,,,
651161  1,6,48,Catholic,Gracias a Dios,Richer,66124,0,,,,,,,
652 11  2,16,26,Evangelical / Protestant,Gracias a Dios,Richer,84927,0,,,,,,,
652 21  4,4,27,Evangelical / Protestant,Gracias a Dios,Poorest,-104512,0,,,,,,,
652 31  2,3,35,Evangelical / Protestant,Gracias a Dios,Poorer,-66461,0,,,,,,,
652 41  2,6,22,Evangelical / Protestant,Gracias a Dios,Poorest,-104339,0,,,,,,,
652 51  2,6,30,Evangelical / Protestant,Gracias a Dios,Poorest,-107079,0,,,,,,,
652 61  2,9,31,Evangelical / Protestant,Gracias a Dios,Poorest,-98342,0,,,,,,,
652 81  2,5,34,Evangelical / Protestant,Gracias a Dios,Poorest,-99256,0,,,,,,,
652 91  3,9,26,Evangelical / Protestant,Gracias a Dios,Poorest,-96619,0,,,,,,,
652 91  5,0,20,Evangelical / Protestant,Gracias a Dios,Poorest,-96619,0,,,,,,,
652101  8,15,21,Evangelical / Protestant,Gracias a Dios,Poorer,-81332,0,,,,,,,
652131  2,0,45,Evangelical / Protestant,Gracias a Dios,Poorer,-60707,0,,,,,,,
652141  2,5,25,Evangelical / Protestant,Gracias a Dios,Poorer,-88307,0,,,,,,,
652151  2,0,22,Evangelical / Protestant,Gracias a Dios,Poorer,-68950,0,,,,,,,
652161  1,16,31,No religion,Gracias a Dios,Richest,119367,0,,,,,,,
652171  2,16,33,Evangelical / Protestant,Gracias a Dios,Richest,125821,0,,,,,,,
652181  4,6,31,Evangelical / Protestant,Gracias a Dios,Richer,96984,0,,,,,,,
652201  2,7,22,Evangelical / Protestant,Gracias a Dios,Richer,62601,0,,,,,,,
653 11  2,4,33,Evangelical / Protestant,Gracias a Dios,Poorest,-130966,0,,,,,,,
653 31 10,5,21,Evangelical / Protestant,Gracias a Dios,Poorest,-95931,0,,,,,,,
653 41  2,3,24,Evangelical / Protestant,Gracias a Dios,Poorest,-138029,0,,,,,,,
653 71  2,8,34,Evangelical / Protestant,Gracias a Dios,Poorest,-107803,0,,,,,,,
653 81  2,8,36,Evangelical / Protestant,Gracias a Dios,Poorest,-97683,0,,,,,,,
653 81  8,8,17,Evangelical / Protestant,Gracias a Dios,Poorest,-97683,0,,,,,,,
653101  2,11,28,Evangelical / Protestant,Gracias a Dios,Poorest,-94309,0,,,,,,,
653121  2,2,28,No religion,Gracias a Dios,Poorest,-112583,0,,,,,,,
653131  2,11,37,Evangelical / Protestant,Gracias a Dios,Poorest,-117241,0,,,,,,,
653141  4,12,25,Evangelical / Protestant,Gracias a Dios,Poorer,-90874,0,,,,,,,
653141  6,12,23,Evangelical / Protestant,Gracias a Dios,Poorer,-90874,0,,,,,,,
653171  2,6,41,Evangelical / Protestant,Gracias a Dios,Poorest,-137985,0,,,,,,,
653181  2,12,28,Evangelical / Protestant,Gracias a Dios,Poorest,-133188,0,,,,,,,
653201  2,8,20,Evangelical / Protestant,Gracias a Dios,Poorest,-142838,0,,,,,,,
654 11  1,6,46,Catholic,Gracias a Dios,Poorer,-69191,0,,,,,,,
654 51  2,3,19,Evangelical / Protestant,Gracias a Dios,Poorest,-131319,0,,,,,,,
654 71  2,4,49,Catholic,Gracias a Dios,Poorer,-68707,0,,,,,,,
654 81  4,3,17,Evangelical / Protestant,Gracias a Dios,Poorer,-77251,0,,,,,,,
654 91  3,9,25,Evangelical / Protestant,Gracias a Dios,Poorest,-112421,0,,,,,,,
654101  4,6,24,Evangelical / Protestant,Gracias a Dios,Poorest,-112939,0,,,,,,,
654111  2,15,25,Evangelical / Protestant,Gracias a Dios,Poorest,-99859,0,,,,,,,
654121  2,6,28,Evangelical / Protestant,Gracias a Dios,Middle,-12962,0,,,,,,,
654131  2,4,44,Evangelical / Protestant,Gracias a Dios,Poorest,-121253,0,,,,,,,
654131  6,13,17,Evangelical / Protestant,Gracias a Dios,Poorest,-121253,0,,,,,,,
654141  4,15,22,Evangelical / Protestant,Gracias a Dios,Poorest,-99016,0,,,,,,,
654151  3,7,24,Evangelical / Protestant,Gracias a Dios,Middle,13705,0,,,,,,,
654151  6,11,30,Evangelical / Protestant,Gracias a Dios,Middle,13705,0,,,,,,,
654161  4,4,20,Evangelical / Protestant,Gracias a Dios,Poorest,-94442,0,,,,,,,
654161  9,1,42,Catholic,Gracias a Dios,Poorest,-94442,0,,,,,,,
654161 12,2,40,Evangelical / Protestant,Gracias a Dios,Poorest,-94442,0,,,,,,,
654162  2,2,25,Evangelical / Protestant,Gracias a Dios,Poorest,-127540,0,,,,,,,
654171  7,6,22,Evangelical / Protestant,Gracias a Dios,Poorest,-98717,0,,,,,,,
654171  8,6,19,Evangelical / Protestant,Gracias a Dios,Poorest,-98717,0,,,,,,,
654171 11,12,26,Evangelical / Protestant,Gracias a Dios,Poorest,-98717,0,,,,,,,
654181  2,14,22,Evangelical / Protestant,Gracias a Dios,Middle,1827,0,,,,,,,
654191  2,6,16,Evangelical / Protestant,Gracias a Dios,Middle,-4857,0,,,,,,,
654201  4,11,25,Evangelical / Protestant,Gracias a Dios,Middle,-2508,0,,,,,,,
655 11  2,6,37,Catholic,Gracias a Dios,Poorer,-87420,0,,,,,,,
655 21  2,1,40,Catholic,Gracias a Dios,Poorest,-173943,0,,,,,,,
655 31  2,3,24,Catholic,Gracias a Dios,Poorest,-140960,0,,,,,,,
655 31  6,3,24,Catholic,Gracias a Dios,Poorest,-140960,0,,,,,,,
655 41  1,4,45,Catholic,Gracias a Dios,Poorest,-147516,0,,,,,,,
655 51  2,0,38,Catholic,Gracias a Dios,Poorest,-107276,0,,,,,,,
655 61  2,6,36,Evangelical / Protestant,Gracias a Dios,Poorest,-106606,0,,,,,,,
655 61  5,12,29,Catholic,Gracias a Dios,Poorest,-106606,0,,,,,,,
655 71  2,10,21,Evangelical / Protestant,Gracias a Dios,Poorer,-47635,0,,,,,,,
655 71  3,4,33,Evangelical / Protestant,Gracias a Dios,Poorer,-47635,0,,,,,,,
655 91  2,6,38,Evangelical / Protestant,Gracias a Dios,Poorer,-44605,0,,,,,,,
655111  2,4,32,Evangelical / Protestant,Gracias a Dios,Poorest,-99999,0,,,,,,,
655131  2,5,23,Evangelical / Protestant,Gracias a Dios,Poorest,-130036,0,,,,,,,
655141  2,3,26,Evangelical / Protestant,Gracias a Dios,Poorest,-131369,0,,,,,,,
655151  2,2,35,Evangelical / Protestant,Gracias a Dios,Poorest,-107560,0,,,,,,,
655151  6,8,20,Evangelical / Protestant,Gracias a Dios,Poorest,-107560,0,,,,,,,
655161  2,9,34,Evangelical / Protestant,Gracias a Dios,Poorer,-41207,0,,,,,,,
655171  2,11,24,Evangelical / Protestant,Gracias a Dios,Middle,10799,0,,,,,,,
655181  1,2,46,Evangelical / Protestant,Gracias a Dios,Poorer,-60742,0,,,,,,,
655191  1,6,37,Evangelical / Protestant,Gracias a Dios,Middle,5567,0,,,,,,,
655201  2,6,33,Evangelical / Protestant,Gracias a Dios,Poorest,-114730,0,,,,,,,
656 11  1,15,31,Catholic,Gracias a Dios,Middle,10069,0,,,,,,,
656 21  3,11,34,Catholic,Gracias a Dios,Poorer,-83678,0,,,,,,,
656 31  2,4,22,Evangelical / Protestant,Gracias a Dios,Poorest,-103742,0,,,,,,,
656 51  2,2,43,Evangelical / Protestant,Gracias a Dios,Poorest,-101020,0,,,,,,,
656 51 10,5,16,Evangelical / Protestant,Gracias a Dios,Poorest,-101020,0,,,,,,,
656 61  2,6,31,Catholic,Gracias a Dios,Poorer,-68157,0,,,,,,,
656 91  2,6,39,Catholic,Gracias a Dios,Poorer,-50406,0,,,,,,,
656101  2,4,26,Evangelical / Protestant,Gracias a Dios,Poorer,-90562,0,,,,,,,
656111  2,4,47,Evangelical / Protestant,Gracias a Dios,Poorest,-118329,0,,,,,,,
656121  1,6,34,Catholic,Gracias a Dios,Poorest,-108264,0,,,,,,,
656131  1,4,39,Evangelical / Protestant,Gracias a Dios,Poorer,-76002,0,,,,,,,
656131  6,15,25,Evangelical / Protestant,Gracias a Dios,Poorer,-76002,0,,,,,,,
656141  2,4,24,Evangelical / Protestant,Gracias a Dios,Poorest,-127398,0,,,,,,,
656151  2,6,49,Evangelical / Protestant,Gracias a Dios,Poorest,-112461,0,,,,,,,
656151  5,15,24,Evangelical / Protestant,Gracias a Dios,Poorest,-112461,0,,,,,,,
656161  2,0,36,Evangelical / Protestant,Gracias a Dios,Poorest,-117562,0,,,,,,,
656181  2,2,47,Catholic,Gracias a Dios,Poorest,-104291,0,,,,,,,
656191  1,6,40,Catholic,Gracias a Dios,Poorer,-89061,0,,,,,,,
657 11  2,0,18,Catholic,Gracias a Dios,Poorest,-113722,0,,,,,,,
657 21  9,5,45,Evangelical / Protestant,Gracias a Dios,Poorest,-97752,0,,,,,,,
657 31  4,5,36,Catholic,Gracias a Dios,Poorest,-98544,0,,,,,,,
657 41  3,6,21,Catholic,Gracias a Dios,Poorest,-108823,0,,,,,,,
657 51  5,5,19,Evangelical / Protestant,Gracias a Dios,Poorer,-82829,0,,,,,,,
657 61  2,6,49,Evangelical / Protestant,Gracias a Dios,Poorer,-45108,0,,,,,,,
